haiku,source
"He laughs, and crumples
his paper as he leans forward
to look.",gutenberg
"""The Basket Filled
with Moonlight"", what a title
for a book!",gutenberg
"The bellying
clouds swing over the
housetops.",gutenberg
"He has forgotten
the woman in the room with
the geraniums.",gutenberg
"He is beating his
brain, and in his eardrums hammers
his heavy pulse.",gutenberg
"She sits on the
window-sill, with the basket
in her lap.",gutenberg
"She
cracks a
nut.",gutenberg
"The shells ricochet upon
the roof, and get into the gutters, and bounce
over the edge and disappear.",gutenberg
"""It is very
queer,"" thinks Peter, ""the basket
was empty, I'm sure.",gutenberg
"How could
nuts appear from the
atmosphere?",gutenberg
""" The silver-blue moonlight makes
the geraniums purple, and the
roof glitters like ice.",gutenberg
"II Five

o'clock.",gutenberg
"The geraniums
are very gay in their
crimson array.",gutenberg
"The bellying clouds swing over the housetops,
and over the roofs goes Peter to pay his morning's
work with a holiday.",gutenberg
"""Annette,
it is
I.",gutenberg
"Have you

finished?",gutenberg
"Can
I come?
",gutenberg
""" Peter
jumps through the
window.",gutenberg
"""Dear, are
you
alone?",gutenberg
""" ""Look, Peter, the
dome of the tabernacle
is done.",gutenberg
"This gold thread is so very high,
I am glad it is morning, a starry
sky would have seen me bankrupt.",gutenberg
"Sit down, now tell
me, is your story
going well?",gutenberg
""" The golden dome glittered
in the orange of the
setting sun.",gutenberg
"On the walls, at intervals,
hung altar-cloths and chasubles, and copes,
and stoles, and coffin palls.",gutenberg
"All stiff with rich embroidery, and
stitched with so much artistry, they seemed like spun and woven
gems, or flower-buds new-opened on their stems.",gutenberg
"Annette looked at the
geraniums, very red
against the blue sky.",gutenberg
"""No matter how I
try, I cannot find any
thread of such a red.",gutenberg
"My bleeding
hearts drip stuff muddy
in comparison.",gutenberg
"See my
little
pecking dove?",gutenberg
"I'm in love
with my own
temple.",gutenberg
"Only
that halo's
wrong.",gutenberg
"The colour's
too strong, or not strong
enough.",gutenberg
"I
don't know.
",gutenberg
"My eyes
are
tired.",gutenberg
"Oh, Peter,
don't be so rough; it
is valuable.",gutenberg
"I won't
do any
more.",gutenberg
"You tyrannise,
Dear, that's
enough.",gutenberg
"Now sit down
and amuse me
while I rest.",gutenberg
""" The shadows of the geraniums
creep over the floor, and begin to climb
the opposite wall.",gutenberg
"Peter watches her, fluid with
fatigue, floating, and drifting, and
undulant in the orange glow.",gutenberg
"His senses flow towards
her, where she lies supine
and dreaming.",gutenberg
"Seeming
drowned in a golden
halo.",gutenberg
"The pungent smell of
the geraniums
is hard to bear.",gutenberg
"He pushes against
her knees, and brushes his lips
across her languid hands.",gutenberg
"His lips
are hot
and speechless.",gutenberg
"He woos her, quivering,
and the room is filled with shadows,
for the sun has set.",gutenberg
"But she only understands the
ways of a needle through delicate stuffs, and
the shock of one colour on another.",gutenberg
"She does not see that
this is the same, and querulously
murmurs his name.",gutenberg
"""Peter,
I don't
want it.",gutenberg
"I am
tired.
",gutenberg
""" And he, the
undesired, burns
and is consumed.",gutenberg
"There is a
crescent moon on the
rim of the sky.",gutenberg
"III
""Go home,
now, Peter.",gutenberg
"To-night is
full
moon.",gutenberg
"I must
be
alone.",gutenberg
""" ""How soon the
moon is full
again!",gutenberg
"Annette,
let me
stay.",gutenberg
"Indeed, Dear
Love, I shall not
go away.",gutenberg
"My God,
but you keep
me starved!",gutenberg
"You write `No Entrance
Here', over all
the doors.",gutenberg
"Is it not strange, my Dear, that
loving, yet you deny me
entrance everywhere.",gutenberg
"Would marriage strike you blind, or, hating
bonds as you do, why should I be denied the rights
of loving if I leave you free?",gutenberg
"You want the whole of
me, you pick my brains to rest you, but
you give me not one heart-beat.",gutenberg
"Oh,
forgive me,
Sweet!",gutenberg
"I suffer
in my loving,
and you know it.",gutenberg
"I cannot feed
my life on being
a poet.",gutenberg
""" ""As you please, poor
Peter, but it will hurt
me if you do.",gutenberg
"It will
crush your heart and squeeze
the love out.",gutenberg
""" He answered
gruffly, ""I know
what I'm about.",gutenberg
""" ""Only
remember
one thing from to-night.",gutenberg
"My work
is taxing and
I must have sight!",gutenberg
""" The clear moon looks
in between the
geraniums.",gutenberg
"On the wall, the shadow of the
man is divided from the shadow of
the woman by a silver thread.",gutenberg
"They are eyes, hundreds
of eyes, round like
marbles!",gutenberg
"Unwinking,
for there are no
lids.",gutenberg
"Blue, black, gray, and hazel, and
the irises are cased in the whites, and they
glitter and spark under the moon.",gutenberg
"The basket is
heaped with human
eyes.",gutenberg
"She cracks off
the whites and throws them
away.",gutenberg
"They ricochet upon the
roof, and get into the gutters, and bounce
over the edge and disappear.",gutenberg
"But she is here,
quietly sitting on the window-sill,
eating human eyes.",gutenberg
"The silver-blue moonlight makes the
geraniums purple, and
the roof shines like ice.",gutenberg
"IV How
hot the sheets
are!",gutenberg
"His skin is tormented
with pricks, and over him sticks,
and never moves, an eye.",gutenberg
"It lights the
sky with blood,
and drips blood.",gutenberg
"And the drops sizzle on his bare
skin, and he smells them burning in, and branding
his body with the name ""Annette"".",gutenberg
"The blood-red sky
is outside his
window now.",gutenberg
"Is it
blood or fire?
",gutenberg
"And his heart
wrenches and
pounds ""Annette!",gutenberg
""" The lead of the roof is scorching,
he ricochets, gets to the edge, bounces
over and disappears.",gutenberg
"The bellying
clouds are red as they swing over
the housetops.",gutenberg
"V The air is of
silver and pearl, for the night
is liquid with moonlight.",gutenberg
"How the ruin
glistens, like a palace
of ice!",gutenberg
"Only two black
holes swallow the brilliance
of the moon.",gutenberg
"Deflowered
windows, sockets without
sight.",gutenberg
"A man
stands before
the house.",gutenberg
"He sees the silver-blue moonlight, and
set in it, over his head, staring and flickering,
eyes of geranium red.",gutenberg
"I Over
the yawning chimney
hangs the fog.",gutenberg
"Drip--hiss--drip--hiss-- fall the raindrops
on the oaken log which burns, and steams,
and smokes the ceiling beams.",gutenberg
"Drip--hiss--the
rain never
stops.",gutenberg
"The wide, state bed
shivers beneath its
velvet coverlet.",gutenberg
"Above, dim, in
the smoke, a tarnished
coronet gleams dully.",gutenberg
"Overhead
hammers and chinks
the rain.",gutenberg
"Fearfully wails the wind down
distant corridors, and there comes the swish and
sigh of rushes lifted off the floors.",gutenberg
"The arras blows
sidewise out from the wall,
and then falls back again.",gutenberg
"It is my lady's
key, confided with much nice
cunning, whisperingly.",gutenberg
"He enters on a sob of
wind, which gutters the candles
almost to swaling.",gutenberg
"The fire
flutters
and drops.",gutenberg
"Drip--hiss--the rain
never
stops.",gutenberg
"He shuts
the
door.",gutenberg
"The rushes fall
again to stillness along
the floor.",gutenberg
"Outside, the
wind goes
wailing.",gutenberg
"The velvet coverlet
of the wide bed is
smooth and cold.",gutenberg
"Above, in the
firelight, winks the
coronet of tarnished gold.",gutenberg
"The knight shivers in
his coat of fur, and holds out his hands
to the withering flame.",gutenberg
"She is always
the same, a sweet
coquette.",gutenberg
"He
will wait for
her.",gutenberg
"How the log
hisses
and drips!",gutenberg
"How warm and
satisfying will
be her lips!",gutenberg
"Is it guilt to free a lady
from her palsied lord, absent and fighting,
terribly abhorred?",gutenberg
"He stirs a
booted heel and kicks
a rolling coal.",gutenberg
"His spur
clinks on the
hearth.",gutenberg
"Overhead,
the rain hammers
and chinks.",gutenberg
"She
is so pure
and whole.",gutenberg
"Only because he has her soul will
she resign herself to him, for where the soul has gone,
the body must be given as a sign.",gutenberg
"He takes her by
the divine right of
the only lover.",gutenberg
"He has sworn
to fight her lord, and wed
her after.",gutenberg
"Should he be overborne,
she will die adoring him, forlorn,
shriven by her great love.",gutenberg
"Above, the
coronet winks in
the darkness.",gutenberg
"Drip--hiss--fall
the
raindrops.",gutenberg
"The arras blows
out from the wall, and a door bangs
in a far-off hall.",gutenberg
"The
candles
swale.",gutenberg
"In the gale
the moat below plunges
and spatters.",gutenberg
"Will the lady
lose courage and not
come?",gutenberg
"The rain claps
on a loosened
rafter.",gutenberg
"Is
that
laughter?",gutenberg
"The room
is filled with lisps and
whispers.",gutenberg
"One candle
drowns and the other
gutters.",gutenberg
"Is that the rain which pads
and patters, is it the wind through the winding
entries which chatters?",gutenberg
"The state bed is very
cold and he is
alone.",gutenberg
"How far from
the wall the arras
is blown!",gutenberg
"It is no
storm which makes these little
chuckling sounds.",gutenberg
"By the Great Wounds of Holy
Jesus, it is his dear lady, kissing
and clasping someone!",gutenberg
"Through the sobbing storm
he hears her love take form and
flutter out in words.",gutenberg
"They prick into his ears and stun
his desire, which lies within him,
hard and dead, like frozen fire.",gutenberg
"And the
little noise
never stops.",gutenberg
"Drip--hiss--the
rain drops.
",gutenberg
"He tears down the arras
from before an inner chamber's
bolted door.",gutenberg
"II The state
bed shivers in the
watery dawn.",gutenberg
"Drip--hiss--fall
the
raindrops.",gutenberg
"For
the storm never
stops.",gutenberg
"On the velvet coverlet
lie two bodies, stripped and fair in
the cold, grey air.",gutenberg
"Drip--hiss--fall the blood-drops, for
the bleeding never
stops.",gutenberg
"At each side of
the bed, on the
floor, is a head.",gutenberg
"A man's on this side, a woman's
on that, and the red blood oozes
along the rush mat.",gutenberg
"A wisp of paper is
twisted carefully into the strands
of the dead man's hair.",gutenberg
"It says, ""My Lord:  Your
wife's paramour has paid with
his life for the high favour.",gutenberg
""" Through the lady's
silver fillet is wound
another paper.",gutenberg
"It reads, ""Most noble
Lord:  Your wife's misdeeds are as a double-stranded
necklace of beads.",gutenberg
"But I have engaged
that, on your return, she
shall welcome you here.",gutenberg
"She will not spurn your
love as before, you have still
the best part of her.",gutenberg
"Her blood was red, her
body white, they will both be
here for your delight.",gutenberg
"The soul inside was a
lump of dirt, I have rid you of that with
a spurt of my sword point.",gutenberg
"Good luck
to your
pleasure.",gutenberg
"She will be
quite complaisant,
my friend, I wager.",gutenberg
""" The end was
a splashed flourish
of ink.",gutenberg
"In the passage is heard
the clink of armour, the tread
of a heavy man.",gutenberg
"The door bursts open and standing there,
his thin hair wavering in the glare of steely
daylight, is my Lord of Clair.",gutenberg
"Over the
yawning chimney
hangs the fog.",gutenberg
"Overhead hammers
and chinks the rain which never
stops.",gutenberg
"The velvet coverlet
is sodden and wet, yet the
roof beams are tight.",gutenberg
"Overhead, the
coronet gleams with its blackened
gold, winking and blinking.",gutenberg
"Among the rushes
three corpses are
growing cold.",gutenberg
"III In the castle church you may see
them stand, Two sumptuous tombs on either hand Of the choir, my
Lord's and my Lady's, grand In sculptured filigrees.",gutenberg
"And where the transepts of the church expand,
A crusader, come from the Holy Land, Lies with
crossed legs and embroidered band.",gutenberg
"The page's
name became a brand
For shame.",gutenberg
"He was buried in crawling
sand, After having been burnt by
royal command.",gutenberg
"The Bell
in the convent tower
swung.",gutenberg
"High overhead the
great sun hung, A navel
for the curving sky.",gutenberg
"The air
was a blue
clarity.",gutenberg
"Swallows
flew, And
a cock crew.",gutenberg
"The iron clanging
sank through the light air, Rustled
over with blowing branches.",gutenberg
"A flare Of spotted green, and a
snake had gone Into the bed where the snowdrops shone
In green new-started, Their white bells parted.",gutenberg
"Two by two, in a long
brown line, The nuns were walking to breathe
the fine Bright April air.",gutenberg
"They must go in
soon And work at their tasks all
the afternoon.",gutenberg
"But
this time
is theirs!",gutenberg
"They walk
in
pairs.",gutenberg
"First comes the Abbess, preoccupied
And slow, as a woman often tried, With
her temper in bond.",gutenberg
"Then the
oldest
nun.",gutenberg
"Then younger and younger,
until the last one Has a laugh on
her lips, And fairly skips.",gutenberg
"They wind about the
gravel walks And all the long
line buzzes and talks.",gutenberg
"They step in time
to the ringing bell, With scarcely
a shadow.",gutenberg
"The sun is well In
the core of a sky
Domed silverly.",gutenberg
"Sister Marguerite
said:  ""The pears will
soon bud.",gutenberg
""" Sister Angelique
said she must get her spud And free the
earth round the jasmine roots.",gutenberg
"Sister
Veronique said:
 ""Oh, look at those shoots!",gutenberg
"There's a
crocus up, With
a purple cup.",gutenberg
""" But Sister Clotilde said nothing
at all, She looked up and down the old grey wall To
see if a lizard were basking there.",gutenberg
"She looked across the
garden to where A sycamore
Flanked the garden door.",gutenberg
"She was restless, although her little feet
danced, And quite unsatisfied, for it chanced Her morning's work
had hung in her mind And would not take form.",gutenberg
"She could not find The
beautifulness For
the Virgin's dress.",gutenberg
"Should it be
of pink, or
damasked blue?",gutenberg
"Or perhaps
lilac with gold
shotted through?",gutenberg
"Should it be banded
with yellow and white Roses,
or sparked like a frosty night?",gutenberg
"Or a crimson
sheen Over some sort
of green?",gutenberg
"But Clotilde's eyes saw nothing new In
all the garden, no single hue So lovely or so
marvellous That its use would not seem impious.",gutenberg
"So on she
walked, And the others
talked.",gutenberg
"Sister Elisabeth edged away From what her
companion had to say, For Sister Marthe saw the world in little, She
weighed every grain and recorded each tittle.",gutenberg
"She did plain
stitching And worked
in the kitchen.",gutenberg
"""Sister Radegonde
knows the apples won't last, I
told her so this Friday past.",gutenberg
"I must speak
to her before
Compline.",gutenberg
""" Her words were like
dust motes in slanting
sunshine.",gutenberg
"The other
nun sighed, With her pleasure
quite dried.",gutenberg
"Suddenly Sister
Berthe cried out: ""The snowdrops
are blooming!",gutenberg
"""  They
turned
about.",gutenberg
"The little white cups bent over the
ground, And in among the light stems wound A crested
snake, With his eyes awake.",gutenberg
"His crest was amber
glittered with blue, And opaque
so the sun came shining through.",gutenberg
"It seemed a
crown with
fiery points.",gutenberg
"When he quivered all down
his scaly joints, From every
slot The sparkles shot.",gutenberg
"The nuns huddled
tightly together, fear Catching
their senses.",gutenberg
"But Clotilde must peer
More closely at the beautiful snake,
She seemed entranced and eased.",gutenberg
"Could she make
Colours so rare,
The dress were there.",gutenberg
"The Abbess
shook off her
lethargy.",gutenberg
"""Sisters,
we will walk
on,"" said she.",gutenberg
"Sidling away from the
snowdrop bed, The line curved forwards,
the Abbess ahead.",gutenberg
"Only Clotilde
Was the last to
yield.",gutenberg
"When the recreation
hour was done Each went
in to her task.",gutenberg
"Alone In the library, with
its great north light, Clotilde wrought at an exquisite
Wreath of flowers For her Book of Hours.",gutenberg
"They framed the
picture she had
made, Half-delighted and half-afraid.",gutenberg
"In a courtyard with a lozenged
floor The Virgin watched, and through the arched door The angel
came Like a springing flame.",gutenberg
"His wings were dipped in violet
fire, His limbs were strung to
holy desire.",gutenberg
"He lowered his head and
passed under the arch, And the air
seemed beating a solemn march.",gutenberg
"The Virgin waited
With eyes
dilated.",gutenberg
"Her face was quiet
and innocent, And beautiful
with her strange assent.",gutenberg
"A silver thread
about her head Her halo
was poised.",gutenberg
"But in the stead Of
her gown, there remained The
vellum, unstained.",gutenberg
"Clotilde painted the flowers
patiently, Lingering over
each tint and dye.",gutenberg
"She could spend great pains,
now she had seen That curious,
unimagined green.",gutenberg
"A colour
so strange It had seemed
to change.",gutenberg
"She thought it
had altered while
she gazed.",gutenberg
"At first it had been simple green; then glazed All
over with twisting flames, each spot A molten colour, trembling
and hot, And every eye Seemed to liquefy.",gutenberg
"She had made
a plan, and her
spirits danced.",gutenberg
"After all, she had only glanced At that
wonderful snake, and she must know Just what hues made the creature
throw Those splashes and sprays Of prismed rays.",gutenberg
"When evening prayers
were sung and said, The nuns lit
their tapers and went to bed.",gutenberg
"And soon in the convent there was no
light, For the moon did not rise until late that night,
Only the shine Of the lamp at the shrine.",gutenberg
"Clotilde lay
still in her trembling
sheets.",gutenberg
"Her heart
shook her body
with its beats.",gutenberg
"She could not see till the moon should
rise, So she whispered prayers and kept her eyes
On the window-square Till light should be there.",gutenberg
"The faintest shadow
of a branch Fell
on the floor.",gutenberg
"Clotilde, grown staunch With solemn
purpose, softly rose And fluttered down between
the rows Of sleeping nuns.",gutenberg
"She
almost
runs.",gutenberg
"She must go out through the little
side door Lest the nuns who were always praying before
The Virgin's altar should hear her pass.",gutenberg
"She pushed the bolts, and
over the grass The red moon's
brim Mounted its rim.",gutenberg
"Her shadow crept up the convent wall As
she swiftly left it, over all The garden lay the level glow Of
a moon coming up, very big and slow.",gutenberg
"The
gravel
glistened.",gutenberg
"She stopped
and
listened.",gutenberg
"It was still, and
the moonlight was
getting clearer.",gutenberg
"She laughed a little,
but she felt queerer Than ever
before.",gutenberg
"The snowdrop bed
Was reached and she bent
down her head.",gutenberg
"On the striped
ground The snake
was wound.",gutenberg
"For a moment Clotilde
paused in alarm, Then she rolled up
her sleeve and stretched out her arm.",gutenberg
"She thought she
heard steps, she must
be quick.",gutenberg
"She darted her hand
out, and seized the thick Wriggling
slime, Only just in time.",gutenberg
"The old gardener came muttering
down the path, And his shadow fell like a broad, black swath,
And covered Clotilde and the angry snake.",gutenberg
"He bit her,
but what difference
did that make!",gutenberg
"The Virgin
should dress In his
loveliness.",gutenberg
"The gardener was covering
his new-set plants For the night was chilly, and nothing daunts
Your lover of growing things.",gutenberg
"He spied Something to do
and turned aside, And the moonlight
streamed On Clotilde, and gleamed.",gutenberg
"His business
finished the gardener
rose.",gutenberg
"He shook and swore, for the moonlight shows
A girl with a fire-tongued serpent, she Grasping him,
laughing, while quietly Her eyes are weeping.",gutenberg
"Is
he
sleeping?",gutenberg
"He thinks it is some holy vision, Brushes that aside
and with decision Jumps--and hits the snake with his stick, Crushes his spine,
and then with quick, Urgent command Takes her hand.",gutenberg
"The gardener sucks the poison
and spits, Cursing and praying as befits A poor
old man half out of his wits.",gutenberg
"""Whatever possessed you, Sister,
it's Hatched of a devil And
very evil.",gutenberg
"It's one of them
horrid basilisks
You read about.",gutenberg
"They say a man risks
His life to touch it, but I guess I've
sucked it Out by now.",gutenberg
"Lucky I
chucked it Away
from you.",gutenberg
"He is dead now, but his
colours won't fade At once, and by noon I
shall have made The Virgin's robe.",gutenberg
"Oh, Francois, see
How kindly the moon shines
down on me!",gutenberg
"I can't die
yet, For the
task was set.",gutenberg
""" ""You won't die now, for I've
sucked it away,"" Grumbled old
Francois, ""so have your play.",gutenberg
"If the Virgin is set on
snake's colours so strong,--"" ""Francois, don't say
things like that, it is wrong.",gutenberg
""" So Clotilde
vented
Her creed.",gutenberg
"""He can't do
no more harm, Sister,""
said he.",gutenberg
"""Paint as
much as
you like.",gutenberg
"""  And gingerly
He picked up the snake
with his stick.",gutenberg
"Clotilde Thanked him, and begged that
he would shield Her secret, though itching
To talk in the kitchen.",gutenberg
"At dawn's first
saffron-spired warning Clotilde
was up.",gutenberg
"And all that morning, Except when she went
to the chapel to pray, She painted, and when the April
day Was hot with sun, Clotilde had done.",gutenberg
"She drooped, though her heart beat loud At
the beauty before her, and her spirit bowed To the
Virgin her finely-touched thought had made.",gutenberg
"A lady,
in excellence arrayed,
And wonder-souled.",gutenberg
"Christ's
Blessed Mould!
",gutenberg
"From long fasting Clotilde felt weary
and faint, But her eyes were starred like those of a saint Enmeshed
in Heaven's beatitude.",gutenberg
"A sudden clamour
hurled its rude Force to break
Her vision awake.",gutenberg
"The door nearly leapt
from its hinges, pushed By the
multitude of nuns.",gutenberg
"They hushed When they saw Clotilde,
in perfect quiet, Smiling, a little
perplexed at the riot.",gutenberg
"And all
the hive Buzzed
""She's alive!",gutenberg
""" Old Francois
had told.
",gutenberg
"He had found the strain Of
silence too great, and preferred the pain
Of a conscience outraged.",gutenberg
"The news had spread,
And all were convinced Clotilde
must be dead.",gutenberg
"For Francois, to
spite them, Had not seen
fit to right them.",gutenberg
"How could we have
guessed Our convent
so blessed!",gutenberg
"To
have
you die!",gutenberg
"And I, who am
A hollow, living shell, the
grave Is empty of me.",gutenberg
"Holy Mary, I
crave To be taken, Dear Mother, Instead
of this other.",gutenberg
""" She dropped on her knees and
silently prayed, With anguished hands and
tears delayed To a painful slowness.",gutenberg
"The minutes
drew To
fractions.",gutenberg
"Then the west wind
blew The sound of a bell, On
a gusty swell.",gutenberg
"It came skipping over the slates of
the roof, And the bright bell-notes seemed a reproof To
grief, in the eye of so fair a day.",gutenberg
"The Abbess,
comforted, ceased
to pray.",gutenberg
"And the sun lit
the flowers In Clotilde's
Book of Hours.",gutenberg
"It glistened the green of the Virgin's dress And
made the red spots, in a flushed excess, Pulse and start; and the violet
wings Of the angel were colour which shines and sings.",gutenberg
"The book seemed
a choir Of rainbow
fire.",gutenberg
"The Abbess crossed herself, and each nun Did
the same, then one by one, They filed to the chapel, that incensed prayers
Might plead for the life of this sister of theirs.",gutenberg
"Clotilde,
the
Inspired!",gutenberg
"She only
felt
tired.",gutenberg
"The old chronicles say
she did not die Until
heavy with years.",gutenberg
"And that is why There hangs in the convent
church a basket Of osiered silver, a holy casket,
And treasured therein A dried snake-skin.",gutenberg
"Panels of claret
and blue which shine Under the
moon like lees of wine.",gutenberg
"A coronet done in a golden
scroll, And wheels which blunder and creak as they roll Through
the muddy ruts of a moorland track.",gutenberg
"They
daren't
look back!",gutenberg
"They are whipping
and cursing the
horses.",gutenberg
"What brutes
men are when
they think they're scored.",gutenberg
"They are scared
half out of their wits,
poor souls.",gutenberg
"For my lord has a casket
full of rolls Of minted sovereigns,
and silver bars.",gutenberg
"I laugh to
think how he'll show his scars
In London to-morrow.",gutenberg
"He whines with
rage In his varnished
cage.",gutenberg
"My lady
has shoved her rings over
her toes.",gutenberg
"'Tis an ancient
trick every night-rider
knows.",gutenberg
"But I shall relieve her of them yet, When
I see she limps in the minuet I must beg to
celebrate this night, And the green moonlight.",gutenberg
"There's nothing to hurry
about, the plain Is hours
long, and the mud's a strain.",gutenberg
"My gelding's uncommonly
strong in the loins, In half an
hour I'll bag the coins.",gutenberg
"'Tis a clear,
sweet night on the
turn of Spring.",gutenberg
"The
chase is
the thing!",gutenberg
"How the coach flashes
and wobbles, the moon Dripping
down so quietly on it.",gutenberg
"A tune Is beating out
of the curses and screams, And the cracking
all through the painted seams.",gutenberg
"Steady, old
horse, we'll keep
it in sight.",gutenberg
"'Tis
a rare fine
night!",gutenberg
"There's a clump of trees on
the dip of the down, And the sky shimmers
where it hangs over the town.",gutenberg
"It seems a shame to break the air
In two with this pistol, but I've my share
Of drudgery like other men.",gutenberg
"Hold up,
you beast, now
what the devil!",gutenberg
"Confound this
moor for a pockholed, evil,
Rotten marsh.",gutenberg
"My
right
leg's snapped.",gutenberg
"'Tis a mercy
he's rolled, but I'm nicely
capped.",gutenberg
"A broken-legged
man and a
broken-legged horse!",gutenberg
"They'll
get me, of
course.",gutenberg
"The cursed coach will reach the town And
they'll all come out, every loafer grown A
lion to handcuff a man that's down.",gutenberg
"Oh, the
coachman's bulleted
hat!",gutenberg
"I'll give
it a head
to fit it pat.",gutenberg
"_They handcuffed the body just
for style, And they hung him in chains for the
volatile Wind to scour him flesh from bones.",gutenberg
"Way out on the moor you
can hear the groans His gibbet makes
when it blows a gale.",gutenberg
"'Tis a
common
tale.",gutenberg
"_ Paul Jannes was working very late, For
this watch must be done by eight To-morrow or the
Cardinal Would certainly be vexed.",gutenberg
"So they picked his pocket,
And he paid in jewels for his
slobbering kisses.",gutenberg
"This watch was made to buy him blisses
From an Austrian countess on her way Home,
and she meant to start next day.",gutenberg
"Paul worked by the pointed, tulip-flame Of a tallow
candle, and became So absorbed, that his old clock made him
wince Striking the hour a moment since.",gutenberg
"Its echo, only
half apprehended, Lingered
about the room.",gutenberg
"He ended Screwing the little rubies in,
Setting the wheels to lock and spin, Curling the infinitesimal
springs, Fixing the filigree hands.",gutenberg
"Chippings Of
precious stones lay
strewn about.",gutenberg
"The table before
him was a rout Of splashes
and sparks of coloured light.",gutenberg
"There was yellow gold
in sheets, and quite A heap of
emeralds, and steel.",gutenberg
"Here was
a gem, there was
a wheel.",gutenberg
"And glasses lay like limpid lakes Shining and
still, and there were flakes Of silver, and shavings of pearl, And little
wires all awhirl With the light of the candle.",gutenberg
"He took the watch And wound its hands
about to match The time, then glanced up to
take the hour From the hanging clock.",gutenberg
"Good,
Merciful
Power!",gutenberg
"How came that shadow
on the wall, No woman
was in the room!",gutenberg
"His tall Chiffonier
stood gaunt behind
His chair.",gutenberg
"His old
cloak, rabbit-lined,
Hung from a peg.",gutenberg
"The
door was
closed.",gutenberg
"Just for a
moment he must
have dozed.",gutenberg
"He looked again,
and saw it
plain.",gutenberg
"The silhouette made a blue-black stain On
the opposite wall, and it never wavered Even when the
candle quavered Under his panting breath.",gutenberg
"What made That beautiful, dreadful thing, that
shade Of something so lovely, so exquisite, Cast from a substance which
the sight Had not been tutored to perceive?",gutenberg
"Paul brushed
his eyes across
his sleeve.",gutenberg
"Clear-cut, the Shadow on
the wall Gleamed black, and never
moved at all.",gutenberg
"Paul's watches were like amulets, Wrought into
patterns and rosettes; The cases were all set with stones,
And wreathing lines, and shining zones.",gutenberg
"He knew the beauty in a curve, And
the Shadow tortured every nerve With its perfect
rhythm of outline Cutting the whitewashed wall.",gutenberg
"So fine Was the neck he
knew he could have spanned It about with
the fingers of one hand.",gutenberg
"The lady
was edged with the
stamp of race.",gutenberg
"A
singular vision
in such a place.",gutenberg
"He moved the candle to
the tall Chiffonier; the
Shadow stayed on the wall.",gutenberg
"He threw his cloak upon
a chair, And still the lady's
face was there.",gutenberg
"From every corner
of the room He saw, in the patch of
light, the gloom That was the lady.",gutenberg
"Her violet bloom
Was almost brighter than that
which came From his candle's tulip-flame.",gutenberg
"He set the filigree hands; he laid
The watch in the case which he had made; He put on his
rabbit cloak, and snuffed His candle out.",gutenberg
"The room seemed
stuffed With
darkness.",gutenberg
"Softly he crossed
the floor, And let himself
out through the door.",gutenberg
"The sun was flashing
from every pin And wheel,
when Paul let himself in.",gutenberg
"The whitewashed
walls were hot
with light.",gutenberg
"The room was the core of a
chrysolite, Burning and shimmering
with fiery might.",gutenberg
"The sun was so bright that
no shadow could fall From the furniture
upon the wall.",gutenberg
"Paul sighed as he looked at
the empty space Where a glare
usurped the lady's place.",gutenberg
"He settled himself to his work, but his mind Wandered,
and he would wake to find His hand suspended, his eyes grown dim, And
nothing advanced beyond the rim Of his dreaming.",gutenberg
"The Cardinal sent to
pay For his watch, which had purchased
so fine a day.",gutenberg
"But Paul could hardly
touch the gold, It seemed the price
of his Shadow, sold.",gutenberg
"With the first twilight he struck a
match And watched the little blue stars hatch Into
an egg of perfect flame.",gutenberg
"He lit his candle,
and almost in shame At his
eagerness, lifted his eyes.",gutenberg
"The Shadow was there,
and its precise Outline etched
the cold, white wall.",gutenberg
"The young
man swore, ""By
God!",gutenberg
"You, Paul, There's
something the matter
with your brain.",gutenberg
"Go home now
and sleep off
the strain.",gutenberg
""" The next day was
a storm, the rain Whispered
and scratched at the window-pane.",gutenberg
"A grey and
shadowless morning filled
The little shop.",gutenberg
"The watches,
chilled, Were dead and sparkless
as burnt-out coals.",gutenberg
"The gems lay on the table
like shoals Of stranded shells, their colours faded, Mere heaps
of stone, dull and degraded.",gutenberg
"Paul's head was heavy,
his hands obeyed No orders,
for his fancy strayed.",gutenberg
"His work became a
simple round Of watches repaired
and watches wound.",gutenberg
"The slanting ribbons of the
rain Broke themselves on the window-pane, But Paul
saw the silver lines in vain.",gutenberg
"In the morning
he selected all His
perfect jacinths.",gutenberg
"When, at dusk, the
Shadow grew Upon the
wall, Paul's work was through.",gutenberg
"Holding the watch, he spoke to
her: ""Lady, Beautiful Shadow, stir
Into one brief sign of being.",gutenberg
"Turn your eyes this way, and seeing This watch, made from
those sweet curves Where your hair from your forehead swerves, Accept the gift
which I have wrought With your fairness in my thought.",gutenberg
"Grant me this, and
I shall be Honoured
overwhelmingly.",gutenberg
""" The Shadow rested
black and still, And the wind sighed
over the window-sill.",gutenberg
"Topazes ran in a foamy
stream Over the cover, the hands were studded With
garnets, and seemed red roses, budded.",gutenberg
"The face was of crystal, and engraved
Upon it the figures flashed and waved With zircons,
and beryls, and amethysts.",gutenberg
"It took a week to make,
and his trysts At night with the
Shadow were his alone.",gutenberg
"Paul swore
not to speak till his
task was done.",gutenberg
"The night that
the jewel was
worthy to give.",gutenberg
"Paul watched the long hours of daylight live To the
faintest streak; then lit his light, And sharp against the wall's pure white
The outline of the Shadow started Into form.",gutenberg
