haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"again there are verses composed entirely of meaningless words
which are not nonsense literature because they are written with
some other intent",again there are verses composed entirely of meaningless words,which are not nonsense literature because they are written with,some other intent,en,17,16,5
"is not strictly a nonsense verse because it was invented and used
for counting out and the arbitrary words simply take the place of
the numbers  etc",is not strictly a nonsense verse because it was invented and used,for counting out and the arbitrary words simply take the place of,the numbers  etc,en,17,17,7
"there was an old man in a tree
who was horribly bored by a bee
when they said does it buzz",there was an old man in a tree,who was horribly bored by a bee,when they said does it buzz,en,8,9,6
"thackeray wrote spirited nonsense but much of it had an
under-meaning political or otherwise which bars it from the field
of sheer nonsense",thackeray wrote spirited nonsense but much of it had an,under-meaning political or otherwise which bars it from the field,of sheer nonsense,en,15,16,4
"a familiar bit of nonsense prose is by s
foote and it is said that
charles macklin used to recite it with great gusto",a familiar bit of nonsense prose is by s,foote and it is said that,charles macklin used to recite it with great gusto,en,12,6,"12,13"
"a centipede was happy quite
until a frog in fun
said pray which leg comes after which",a centipede was happy quite,until a frog in fun,said pray which leg comes after which,en,8,6,8
"this raised her mind to such a pitch
she lay distracted in the ditch
considering how to run",this raised her mind to such a pitch,she lay distracted in the ditch,considering how to run,en,8,8,7
"as a proof that good nonsense is by no means an easy achievement
attention is called to a recent competition inaugurated by the
london academy",as a proof that good nonsense is by no means an easy achievement,attention is called to a recent competition inaugurated by the,london academy,en,17,20,6
"nonsense rhymes similar to those quoted from the lark were asked
for and though many were received it is stated that no brilliant
results were among them",nonsense rhymes similar to those quoted from the lark were asked,for and though many were received it is stated that no brilliant,results were among them,en,15,16,6
"let us then give nonsense its place among the divisions of humor
and though we cannot reduce it to an exact science let us
acknowledge it as a fine art",let us then give nonsense its place among the divisions of humor,and though we cannot reduce it to an exact science let us,acknowledge it as a fine art,en,"17,18","16,17",8
"but holy father
what shall save the soul
when cobblers ask three dollars for their shoes",but holy father,what shall save the soul,when cobblers ask three dollars for their shoes,en,5,5,10
"oh
too too shocking
barbarous savage taste",oh,too too shocking,barbarous savage taste,en,1,4,6
"time's trashy purse is as a taken token
or like a thrilling recitation spoken
by mournful mouths filled full of mirth and cheese",time's trashy purse is as a taken token,or like a thrilling recitation spoken,by mournful mouths filled full of mirth and cheese,en,11,11,10
"oh
who can feel the crimson ecstasy
that soothes with bickering jar the glorious tree",oh,who can feel the crimson ecstasy,that soothes with bickering jar the glorious tree,en,1,9,12
"she's all my fancy painted him
if he or you had lost a limb
which would have suffered most",she's all my fancy painted him,if he or you had lost a limb,which would have suffered most,en,8,8,6
"he sent them word i had not gone
if she should push the matter on
what would become of you",he sent them word i had not gone,if she should push the matter on,what would become of you,en,8,8,6
"my notion was that you had been
an obstacle that came between
him and ourselves and it",my notion was that you had been,an obstacle that came between,him and ourselves and it,en,8,8,"6,7"
"what and wherefore and whence: for under is over and under
if thunder could be without lightning lightning could be without
thunder",what and wherefore and whence: for under is over and under,if thunder could be without lightning lightning could be without,thunder,en,15,15,2
"why and whither and how
for barley and rye are not clover
neither are straight lines curves yet over is under and over",why and whither and how,for barley and rye are not clover,neither are straight lines curves yet over is under and over,en,6,9,15
"screws two three four or five combined
yield other screws which are confined
within one screw complex",screws two three four or five combined,yield other screws which are confined,within one screw complex,en,8,8,6
"there is precisely one
at each point of this complex rich
a plane of screws have given pitch",there is precisely one,at each point of this complex rich,a plane of screws have given pitch,en,6,8,8
"all these and more for motions small
have been discussed by dr
ball",all these and more for motions small,have been discussed by dr,ball,en,8,"6,7",1
"for instance take a case like this
is fancied kick a real kiss
or rather the reverse",for instance take a case like this,is fancied kick a real kiss,or rather the reverse,en,8,7,6
"oh
why am i what i am
and why am i anything",oh,why am i what i am,and why am i anything,en,1,"8,6,7","8,7"
"there is a little little star
that still above me beams
it is the star of hope but ar",there is a little little star,that still above me beams,it is the star of hope but ar,en,8,6,8
"hast thou no pity
must i darkly tread
the unknown paths that lead me wide from thee",hast thou no pity,must i darkly tread,the unknown paths that lead me wide from thee,en,5,5,10
"love me and leave me what love bids retrieve me
can june's fist
grasp may",love me and leave me what love bids retrieve me,can june's fist,grasp may,en,11,3,2
"dear pig are you willing to sell for one shilling
your ring
said the piggy i will",dear pig are you willing to sell for one shilling,your ring,said the piggy i will,en,12,2,6
"why doth she warble not
is she afraid
of the hound that howls or the moaning mole",why doth she warble not,is she afraid,of the hound that howls or the moaning mole,en,6,4,10
"come out and algernon charles 'ill roll
thee safe and snug in plutonian plaid
hush thee hush thee dear little soul",come out and algernon charles 'ill roll,thee safe and snug in plutonian plaid,hush thee hush thee dear little soul,en,"9,10",10,8
"sinks swooning in a lady-swoon
(ah me
ah me",sinks swooning in a lady-swoon,(ah me,ah me,en,7,1,2
"if love but over-soar its mark
(ah me
ah me",if love but over-soar its mark,(ah me,ah me,en,7,1,2
"scorned by the grinning hound of scorn
(ah me
ah me",scorned by the grinning hound of scorn,(ah me,ah me,en,8,1,2
"she took the porcelain in her hand
she poured i drank at her command
drank deep and now you understand",she took the porcelain in her hand,she poured i drank at her command,drank deep and now you understand,en,9,8,8
"like the star so bright
that somethings all the night
my geraldine",like the star so bright,that somethings all the night,my geraldine,en,5,6,4
"you're fair as the rum ti lum ti sheen
hark
there is what ho",you're fair as the rum ti lum ti sheen,hark,there is what ho,en,9,1,4
"the babies are bit
the moon's in a fit
and the houses are built without walls",the babies are bit,the moon's in a fit,and the houses are built without walls,en,5,5,9
"martin said to his man
fie
man fie",martin said to his man,fie,man fie,en,6,1,2
"i see a sheep shearing corn
fie
man fie",i see a sheep shearing corn,fie,man fie,en,7,1,2
"i see a man in the moon
fie
man fie",i see a man in the moon,fie,man fie,en,7,1,2
"i see a hare chase a hound
fie
man fie",i see a hare chase a hound,fie,man fie,en,7,1,2
"i see a goose ring a hog
fie
man fie",i see a goose ring a hog,fie,man fie,en,7,1,2
"i see a mouse catch the cat
fie
man fie",i see a mouse catch the cat,fie,man fie,en,7,1,2
"keep oh keep your chairs and candle
and your jug without a handle
i can merely be your friend",keep oh keep your chairs and candle,and your jug without a handle,i can merely be your friend,en,8,8,7
"you're the cove he said for me
on your back beyond the sea
turtle you shall carry me",you're the cove he said for me,on your back beyond the sea,turtle you shall carry me,en,7,7,7
"they called aloud our sieve ain't big
but we don't care a button we don't care a fig
in a sieve we'll go to sea",they called aloud our sieve ain't big,but we don't care a button we don't care a fig,in a sieve we'll go to sea,en,"8,9",12,7
"and every one said who saw them go
oh
won't they soon be upset you know",and every one said who saw them go,oh,won't they soon be upset you know,en,"9,10",1,8
"for the sky is dark and the voyage is long
and happen what may it's extremely wrong
in a sieve to sail so fast",for the sky is dark and the voyage is long,and happen what may it's extremely wrong,in a sieve to sail so fast,en,11,10,7
"though the sky be dark and the voyage be long
yet we never can think we were rash or wrong
while round in our sieve we spin",though the sky be dark and the voyage be long,yet we never can think we were rash or wrong,while round in our sieve we spin,en,11,11,"8,7"
"and all night long in the moonlight pale
we sail away with a pea-green sail
in the shade of the mountains brown",and all night long in the moonlight pale,we sail away with a pea-green sail,in the shade of the mountains brown,en,9,8,8
"and in twenty years they all came back
in twenty years or more
and every one said how tall they've grown",and in twenty years they all came back,in twenty years or more,and every one said how tall they've grown,en,9,6,"9,10"
"who are you aged man
i said
and how is it you live",who are you aged man,i said,and how is it you live,en,"5,6",2,6
"so having no reply to give
to what the old man said
i cried come tell me how you live",so having no reply to give,to what the old man said,i cried come tell me how you live,en,8,6,8
"no hurry
said the carpenter
they thanked him much for that",no hurry,said the carpenter,they thanked him much for that,en,3,5,6
"but not on us
the oysters cried
turning a little blue",but not on us,the oysters cried,turning a little blue,en,"4,5",4,6
"but answer came there none
and this was scarcely odd because
they'd eaten every one",but answer came there none,and this was scarcely odd because,they'd eaten every one,en,6,8,"6,7"
"should you happen to venture on one
it will sigh like a thing that is greatly distressed
and it always looks grave at a pun",should you happen to venture on one,it will sigh like a thing that is greatly distressed,and it always looks grave at a pun,en,9,12,9
"the thing shall be done
bring me paper and ink
the best there is time to procure",the thing shall be done,bring me paper and ink,the best there is time to procure,en,5,6,8
"her father was the terror of a small italian town
her mother was a foolish weak but amiable old thing
but it isn't of her parents that i'm going for to sing",her father was the terror of a small italian town,her mother was a foolish weak but amiable old thing,but it isn't of her parents that i'm going for to sing,en,14,15,15
"and every morning passed her house that cream of gentlemen
she knew she might expect him at a quarter unto ten
a sorter in the custom-house it was his daily road",and every morning passed her house that cream of gentlemen,she knew she might expect him at a quarter unto ten,a sorter in the custom-house it was his daily road,en,"14,15",14,13
"for shame said father paul my erring daughter
on my word
this is the most distressing news that i have ever heard",for shame said father paul my erring daughter,on my word,this is the most distressing news that i have ever heard,en,11,3,14
"they are the most remunerative customers i know
for many many years they've kept starvation from my doors
i never knew so criminal a family as yours",they are the most remunerative customers i know,for many many years they've kept starvation from my doors,i never knew so criminal a family as yours,en,14,14,"13,14"
"and when
they put it all away
he requested them to tune up and begin",and when,they put it all away,he requested them to tune up and begin,en,2,6,11
"oh prince he says says he
if a prince indeed you be
i've a mystery i'm going to reveal",oh prince he says says he,if a prince indeed you be,i've a mystery i'm going to reveal,en,6,7,11
"beth gave a dreadful shriek
but before he'd time to speak
i was mercilessly collared from behind",beth gave a dreadful shriek,but before he'd time to speak,i was mercilessly collared from behind,en,6,7,11
"tell me whither i may his me tell me dear one that i may know
is it up the highest andes
down a horrible volcano",tell me whither i may his me tell me dear one that i may know,is it up the highest andes,down a horrible volcano,en,16,8,8
"and i shouted and i danced until he'd quite a crowd around him
and i rushed away exclaiming i have found him
i have found him",and i shouted and i danced until he'd quite a crowd around him,and i rushed away exclaiming i have found him,i have found him,en,16,12,4
"a glimmering thought occurs to me
but i've a kind of notion we
were cruelly changed at birth",a glimmering thought occurs to me,but i've a kind of notion we,were cruelly changed at birth,en,9,8,6
"o billy
we're going to kill and eat you
so undo the button of your chemie",o billy,we're going to kill and eat you,so undo the button of your chemie,en,3,8,10
"alas
and alas
has it come to this pass",alas,and alas,has it come to this pass,en,2,3,6
"poor thing
you know she's growing old
and hasn't any folk",poor thing,you know she's growing old,and hasn't any folk,en,2,6,6
"sir
she exclaimed how can you try
an honest moon this way",sir,she exclaimed how can you try,an honest moon this way,en,1,7,6
"the gentleman then took his cane which lay by his side as he sat
and he dropped in the river his wig in attempting to get out his
hat",the gentleman then took his cane which lay by his side as he sat,and he dropped in the river his wig in attempting to get out his,hat,en,16,17,1
"a blossom hangs the choke-cherry
and eke the chestnut burr
and thou a silly fowl must be",a blossom hangs the choke-cherry,and eke the chestnut burr,and thou a silly fowl must be,en,6,6,8
"the wooden-chuck is next of kin
i fear not thine ill-boding din
and why should i fear her",the wooden-chuck is next of kin,i fear not thine ill-boding din,and why should i fear her,en,7,6,6
"the wood-peck turned to whet her beak
the student heard her drum
as through the wood he went to seek",the wood-peck turned to whet her beak,the student heard her drum,as through the wood he went to seek,en,7,6,8
"alas
the evening bell did ring
and down the walk the freshmen went",alas,the evening bell did ring,and down the walk the freshmen went,en,2,6,8
"o were he born to bless mankind
in virtuous times of yore
heroes themselves had fallen behind",o were he born to bless mankind,in virtuous times of yore,heroes themselves had fallen behind,en,8,7,9
"how sad the groves and plains appear
and sympathetic sheep
even pitying hills would drop a tear",how sad the groves and plains appear,and sympathetic sheep,even pitying hills would drop a tear,en,8,6,10
"yet 't is said that his death
was occasioned at last
by the loss of his breath",yet 't is said that his death,was occasioned at last,by the loss of his breath,en,7,6,6
"i can't recall his name
or what he used to do
but then well such is fame",i can't recall his name,or what he used to do,but then well such is fame,en,6,6,6
"o golfer be quiet and mark where it scuds
and think of its paces of owners and races
relinquish the links for the study of studs",o golfer be quiet and mark where it scuds,and think of its paces of owners and races,relinquish the links for the study of studs,en,11,12,11
"not understood
take me hence
take me yonder",not understood,take me hence,take me yonder,en,4,3,4
"or only a trifle bigger
than the elves who surround the throne
by mortals in dreams alone",or only a trifle bigger,than the elves who surround the throne,by mortals in dreams alone,en,8,8,7
"for myself i'm in hopeless doubt
as to why we were there and who on earth we were
and what this is all about",for myself i'm in hopeless doubt,as to why we were there and who on earth we were,and what this is all about,en,8,12,7
"the trees that grow upon the shore
have grown a hundred years or more
so long there is no knowing",the trees that grow upon the shore,have grown a hundred years or more,so long there is no knowing,en,8,8,7
"and i have said my little will
why should not he continue still
a thing of nature's rearing",and i have said my little will,why should not he continue still,a thing of nature's rearing,en,8,8,7
"a thing beyond the world's control
a living vegetable soul
no human sorrow fearing",a thing beyond the world's control,a living vegetable soul,no human sorrow fearing,en,8,7,7
"it were a blessed sight to see
that child become a willow-tree
his brother trees among",it were a blessed sight to see,that child become a willow-tree,his brother trees among,en,7,7,6
"when w
g
ran clean through his lee and beat him twice with a lob",when w,g,ran clean through his lee and beat him twice with a lob,en,4,1,12
"deuce vantage check
by neck and neck we rounded into the
straight",deuce vantage check,by neck and neck we rounded into the,straight,en,4,10,1
"the odd by a head and leg before so the judge he gave the word
and the umpire shouted over
but i neither spoke nor stirred",the odd by a head and leg before so the judge he gave the word,and the umpire shouted over,but i neither spoke nor stirred,en,16,9,7
"they crowded round: for there on the ground i lay in a dead-cold
swoon
pitched neck and crop on the turf atop of my beautiful wooden spoon",they crowded round: for there on the ground i lay in a dead-cold,swoon,pitched neck and crop on the turf atop of my beautiful wooden spoon,en,14,1,17
"the piper he piped on the hill-top high
till the cow said i die and the goose asked why
and the dog said nothing but searched for fleas",the piper he piped on the hill-top high,till the cow said i die and the goose asked why,and the dog said nothing but searched for fleas,en,9,11,10
"the farmer he strode through the square farmyard
his last brew of ale was a trifle hard
the connection of which with the plot one sees",the farmer he strode through the square farmyard,his last brew of ale was a trifle hard,the connection of which with the plot one sees,en,10,10,11
"the farmer's daughter hath frank blue eyes
she hears the rooks caw in the windy skies
as she sits at her lattice and shells her peas",the farmer's daughter hath frank blue eyes,she hears the rooks caw in the windy skies,as she sits at her lattice and shells her peas,en,9,10,11
"the farmer's daughter hath ripe red lips
if you try to approach her away she skips
over tables and chairs with apparent ease",the farmer's daughter hath ripe red lips,if you try to approach her away she skips,over tables and chairs with apparent ease,en,9,11,11
"the farmer's daughter hath soft brown hair
and i met with a ballad i can't say where
which wholly consisted of lines like these",the farmer's daughter hath soft brown hair,and i met with a ballad i can't say where,which wholly consisted of lines like these,en,9,11,10
"her sheep followed her as their tails did them
and this song is considered a perfect gem
and as to the meaning it's what you please",her sheep followed her as their tails did them,and this song is considered a perfect gem,and as to the meaning it's what you please,en,10,11,10
"alas
my child where is the pen
that can do justice to the hen",alas,my child where is the pen,that can do justice to the hen,en,2,6,8
"children behold the chimpanzee
he sits on the ancestral tree
from which we sprang in ages gone",children behold the chimpanzee,he sits on the ancestral tree,from which we sprang in ages gone,en,8,8,8
"i'm glad we sprang: had we held on
we might for aught that i can say
be horrid chimpanzees today",i'm glad we sprang: had we held on,we might for aught that i can say,be horrid chimpanzees today,en,8,8,8
"this creature (don't say 'cuss ' my child
'tis slang) this creature fierce is styled
the hippopotamus",this creature (don't say 'cuss ' my child,'tis slang) this creature fierce is styled,the hippopotamus,en,7,8,6
"the river's plain enough of course
but why they called that thing a horse
that's what is greek to me",the river's plain enough of course,but why they called that thing a horse,that's what is greek to me,en,8,8,6
"this vacillating thing you see
could not decide which he would be
fish flesh or fowl and chose all three",this vacillating thing you see,could not decide which he would be,fish flesh or fowl and chose all three,en,8,8,8
"oh
tell me did you ever see a bird so funny stand-o
when forth he from the water comes and gets upon the land-o",oh,tell me did you ever see a bird so funny stand-o,when forth he from the water comes and gets upon the land-o,en,1,13,14
"no
in my life i ne'er did see a bird so funny stand-o
when forth he from the water comes and gets upon the land-o",no,in my life i ne'er did see a bird so funny stand-o,when forth he from the water comes and gets upon the land-o,en,1,13,14
"and think this length of neck and legs (no doubt they have their
uses
are members of a little frame much smaller than a goose's",and think this length of neck and legs (no doubt they have their,uses,are members of a little frame much smaller than a goose's,en,12,2,15
"keep open ear for subtle signs
thus when the cow profusely moans
that means to say the lion dines",keep open ear for subtle signs,thus when the cow profusely moans,that means to say the lion dines,en,8,8,8
"the crunching sound of course is bones
silence resumes her ancient reign
this shows the cow is out of pain",the crunching sound of course is bones,silence resumes her ancient reign,this shows the cow is out of pain,en,8,"8,9",8
"then tell your papa where the yak can be got
and if he is awfully rich
he will buy you the creature or else he will not",then tell your papa where the yak can be got,and if he is awfully rich,he will buy you the creature or else he will not,en,11,"8,7",12
"a python i should not advise
it needs a doctor for its eyes
and has the measles yearly",a python i should not advise,it needs a doctor for its eyes,and has the measles yearly,en,8,8,7
"however if you feel inclined
to get one (to improve your mind
and not from fashion merely",however if you feel inclined,to get one (to improve your mind,and not from fashion merely,en,8,7,7
"allow no music near its cage
and when it flies into a rage
chastise it most severely",allow no music near its cage,and when it flies into a rage,chastise it most severely,en,8,8,7
"i had an aunt in yucatan
who bought a python from a man
and kept it for a pet",i had an aunt in yucatan,who bought a python from a man,and kept it for a pet,en,8,8,6
"she died because she never knew
these simple little rules and few
the snake is living yet",she died because she never knew,these simple little rules and few,the snake is living yet,en,8,8,6
"tell me then spake the crab therefore
or else i thee defy
give me thy claw i ask no more",tell me then spake the crab therefore,or else i thee defy,give me thy claw i ask no more,en,8,6,8
"and do fish bite
the horrid things
indeed i'll not catch one",and do fish bite,the horrid things,indeed i'll not catch one,en,4,4,6
"help
help
he cried or i am lost",help,help,he cried or i am lost,en,1,1,"6,7"
"his soul is in the skies
the azure skies that bend above his loved
metropolis of swat",his soul is in the skies,the azure skies that bend above his loved,metropolis of swat,en,6,10,6
"he sees with larger other eyes
athwart all earthly mysteries
he knows what's swat",he sees with larger other eyes,athwart all earthly mysteries,he knows what's swat,en,8,8,4
"werther had a love for charlotte
such as words could never utter
would you know how first he met her",werther had a love for charlotte,such as words could never utter,would you know how first he met her,en,8,8,8
"to the tuck-shop three repair
one looks on to see all's fair
two call out for hot mince-pie",to the tuck-shop three repair,one looks on to see all's fair,two call out for hot mince-pie,en,6,7,6
"thirteen tarts a few bath buns
lobster cakes
all at once they cry no go",thirteen tarts a few bath buns,lobster cakes,all at once they cry no go,en,7,3,7
"of the skin he made him mittens
made them with the fur side inside
made them with the skin side outside",of the skin he made him mittens,made them with the fur side inside,made them with the skin side outside,en,8,8,8
"that's why he put the fur side inside
why he put the skin side outside
why he turned them inside outside",that's why he put the fur side inside,why he put the skin side outside,why he turned them inside outside,en,9,8,8
"the monkey married the baboon's sister
smacked his lips and then he kissed her
he kissed so hard he raised a blister",the monkey married the baboon's sister,smacked his lips and then he kissed her,he kissed so hard he raised a blister,en,10,8,9
"white gauze veil and a green glass breast-pin
red kid shoes she was quite interesting
she was quite a belle",white gauze veil and a green glass breast-pin,red kid shoes she was quite interesting,she was quite a belle,en,8,"9,10",5
"black-eyed peas and bread and butter
ducks in the duck-house all in a flutter
pickled oysters too",black-eyed peas and bread and butter,ducks in the duck-house all in a flutter,pickled oysters too,en,7,9,5
"the drunken sailor sometimes jim crow
tails in the way and some got pinched too
'cause they were too long",the drunken sailor sometimes jim crow,tails in the way and some got pinched too,'cause they were too long,en,9,9,5
"an old banjo with a hole in the middle
a tambourine made out of a riddle
and that's the end of my song",an old banjo with a hole in the middle,a tambourine made out of a riddle,and that's the end of my song,en,11,10,7
"there was a little girl
and she had a little curl
right in the middle of her forehead",there was a little girl,and she had a little curl,right in the middle of her forehead,en,6,7,9
"when she was good
she was very very good
and when she was bad she was horrid",when she was good,she was very very good,and when she was bad she was horrid,en,4,7,9
"she fell in love but all in vain
oh poor mary
oh poor jane",she fell in love but all in vain,oh poor mary,oh poor jane,en,8,4,3
"in the drinking-well
aunt eliza fell
we must buy a filter",in the drinking-well,aunt eliza fell,we must buy a filter,en,4,5,6
"there was an old person of ware
who rode on the back of a bear
when they said does it trot",there was an old person of ware,who rode on the back of a bear,when they said does it trot,en,8,8,6
"i'm not very sure
that it doesn't make four
but i fear that is almost too few",i'm not very sure,that it doesn't make four,but i fear that is almost too few,en,5,6,9
"there once was an old man of lyme
who married three wives at a time
when asked why a third",there once was an old man of lyme,who married three wives at a time,when asked why a third,en,8,8,5
"and as for my hair
do you think i should care
to comb it at night with my toes",and as for my hair,do you think i should care,to comb it at night with my toes,en,5,6,8
"if i give my mind to it
i'm sure i can do it
you never can tell till you try",if i give my mind to it,i'm sure i can do it,you never can tell till you try,en,7,6,8
"riddle a
rollicking mastodon the  arthur macy
russian and turk",riddle a,rollicking mastodon the  arthur macy,russian and turk,en,3,11,4
"oh my geraldine
burns robert
ken ye aught o' captain grose",oh my geraldine,burns robert,ken ye aught o' captain grose,en,5,3,7
"lamb charles
nonsense verses
lanigan george t",lamb charles,nonsense verses,lanigan george t,en,"2,3",4,5
"as the requirements for other states are met additions to this list
will be made and fund raising will begin in the additional states
please feel free to ask to check the status of your state",as the requirements for other states are met additions to this list,will be made and fund raising will begin in the additional states,please feel free to ask to check the status of your state,en,17,"16,17",13
"one of these few old books was thomson's seasons which gave
a direction to the poetic instincts of clare already manifesting
themselves in scribbled verses in his exercise-books",one of these few old books was thomson's seasons which gave,a direction to the poetic instincts of clare already manifesting,themselves in scribbled verses in his exercise-books,en,13,20,12
"this money if actually paid had been paid in against him also is
charged a curious commission p
cent",this money if actually paid had been paid in against him also is,charged a curious commission p,cent,en,"17,18,19",9,1
"clare asked time to reflect
a week later against the wish of allan
cunningham he accepted the scheme",clare asked time to reflect,a week later against the wish of allan,cunningham he accepted the scheme,en,6,11,9
"and then the charm vanishes into the vanity that i shall do something
better ere i die and so in spite of myself i rhyme on and write
nothing but little things at last",and then the charm vanishes into the vanity that i shall do something,better ere i die and so in spite of myself i rhyme on and write,nothing but little things at last,en,19,17,8
"and peace
where can its happiness abound
no where at all save heaven and the grave",and peace,where can its happiness abound,no where at all save heaven and the grave,en,2,8,10
"and o dear what shall i do
when nobody whispers to marry me
nobody cometh to woo",and o dear what shall i do,when nobody whispers to marry me,nobody cometh to woo,en,7,10,7
"such men are common here
and pastoral maidens milking cows
are dwelling everywhere",such men are common here,and pastoral maidens milking cows,are dwelling everywhere,en,6,9,6
"wait awhile and these are dead
sigh sigh
be they high or lowly bred they die",wait awhile and these are dead,sigh sigh,be they high or lowly bred they die,en,7,2,9
"tootle tootle tootle tee
can it be
pride and fame must shadows be",tootle tootle tootle tee,can it be,pride and fame must shadows be,en,7,3,7
"cold though the winter blow
when hills are free from snow
it will be spring again",cold though the winter blow,when hills are free from snow,it will be spring again,en,6,6,"6,7"
"and for my freedom's sake
with such i'll pattern take
and rove and revel on",and for my freedom's sake,with such i'll pattern take,and rove and revel on,en,6,6,6
"what pleasures crowd its ways
that man should take such pains
to seek them all his days",what pleasures crowd its ways,that man should take such pains,to seek them all his days,en,6,6,6
"here poor integrity can sit at ease
and list self-satisfied
the song of honey-bees",here poor integrity can sit at ease,and list self-satisfied,the song of honey-bees,en,10,3,5
"play pastime all time's blotting pen concealed
comes like a new-born joy
to greet me in the field",play pastime all time's blotting pen concealed,comes like a new-born joy,to greet me in the field,en,10,5,6
"this garment hath been an old tenant with me
and a needle and thread with a little good skill
when i've leisure will make it stand more weathers still",this garment hath been an old tenant with me,and a needle and thread with a little good skill,when i've leisure will make it stand more weathers still,en,11,12,12
"o i never dreamed of parting or that trouble had a sting
or that pleasures like a flock of birds would ever take to wing
leaving nothing but a little naked spring",o i never dreamed of parting or that trouble had a sting,or that pleasures like a flock of birds would ever take to wing,leaving nothing but a little naked spring,en,15,15,"11,12"
"the wind of that eternal ditty sings
humming of future things that burn the mind
to leave some fragment of itself behind",the wind of that eternal ditty sings,humming of future things that burn the mind,to leave some fragment of itself behind,en,10,10,10
"man earth's poor shadow
talks of earth's decay
but hath it nothing of eternal kin",man earth's poor shadow,talks of earth's decay,but hath it nothing of eternal kin,en,5,5,10
"he talks to none but wends his silent way
and finds a hovel at the close of day
or under any hedge his house is made",he talks to none but wends his silent way,and finds a hovel at the close of day,or under any hedge his house is made,en,10,10,10
"the nest was full of eggs and round
i met a shepherd in the vales
and stood to tell him what i found",the nest was full of eggs and round,i met a shepherd in the vales,and stood to tell him what i found,en,8,8,8
"where the flower in green darkness buds blossoms and fades
unseen of all shepherds and flower-loving maids
the hermit bees find them but once and away",where the flower in green darkness buds blossoms and fades,unseen of all shepherds and flower-loving maids,the hermit bees find them but once and away,en,13,10,11
"thy drapery floats so gracefully
we'll walk along the meadow grass
we'll stand beneath the willow tree",thy drapery floats so gracefully,we'll walk along the meadow grass,we'll stand beneath the willow tree,en,9,8,8
"oak apples on the tree and wilt thou gang to see
the shed i've made for thee
bonny lassie o",oak apples on the tree and wilt thou gang to see,the shed i've made for thee,bonny lassie o,en,12,6,5
"in a grassy nook hard by with a little patch of sky
and a bush to keep us dry
bonny lassie o",in a grassy nook hard by with a little patch of sky,and a bush to keep us dry,bonny lassie o,en,14,"8,7",5
"when the bee sips in the bean and grey willow branches lean
and the moonbeam looks between
bonny lassie o",when the bee sips in the bean and grey willow branches lean,and the moonbeam looks between,bonny lassie o,en,14,7,5
"the softest dreams the sweetest rest
the brightest sun the bluest sky
are love's own home and canopy",the softest dreams the sweetest rest,the brightest sun the bluest sky,are love's own home and canopy,en,8,8,8
"winter's blast
the now since then has crept between
and left us both apart",winter's blast,the now since then has crept between,and left us both apart,en,3,8,"6,7"
"my face turned pale as deadly pale
my legs refused to walk away
and when she looked what could i ail",my face turned pale as deadly pale,my legs refused to walk away,and when she looked what could i ail,en,8,8,8
"god is their parent and they need no tear
he takes them to his bosom from earth's woes
a bud their lifetime and a flower their close",god is their parent and they need no tear,he takes them to his bosom from earth's woes,a bud their lifetime and a flower their close,en,10,10,11
"how can an infant die
when butterflies are on the wing
green grass and such a sky",how can an infant die,when butterflies are on the wing,green grass and such a sky,en,6,8,6
"religion and poetry
by
washington gladden",religion and poetry,by,washington gladden,en,7,1,5
"i
hay: religion and doctrine c
w",i,hay: religion and doctrine c,w,en,1,"8,9",3
"we can hardly imagine that the religious experience of mankind will
ever suffer these words to drop into forgetfulness and it would seem
that every passing generation must deepen their significance",we can hardly imagine that the religious experience of mankind will,ever suffer these words to drop into forgetfulness and it would seem,that every passing generation must deepen their significance,en,20,18,"17,18"
"therefore although demonstration is impossible faith is rational
so
do those great words of the ancient sage admonish us",therefore although demonstration is impossible faith is rational,so,do those great words of the ancient sage admonish us,en,"17,18",1,"13,14"
"sir galahad
my strength is as the strength of ten
because my heart is pure",sir galahad,my strength is as the strength of ten,because my heart is pure,en,4,8,6
"o foolish boy
the saint exclaimed to hope
that the broad ocean in that hole should lie",o foolish boy,the saint exclaimed to hope,that the broad ocean in that hole should lie,en,4,6,10
"sooner augustine sooner far shall i
confine the ocean in this tiny pit
than finite minds conceive god's nature infinite",sooner augustine sooner far shall i,confine the ocean in this tiny pit,than finite minds conceive god's nature infinite,en,10,10,12
"the strong gods pine for my abode
and pine in vain the sacred seven
but thou meek lover of the good",the strong gods pine for my abode,and pine in vain the sacred seven,but thou meek lover of the good,en,8,9,8
"who gave you your invulnerable life
your strength your speed your fury and your joy
unceasing thunder and eternal foam",who gave you your invulnerable life,your strength your speed your fury and your joy,unceasing thunder and eternal foam,en,10,10,10
"the clouds ye so much dread
are big with mercy and shall break
in blessings on your head",the clouds ye so much dread,are big with mercy and shall break,in blessings on your head,en,6,8,6
"but trust him for his grace
behind a frowning providence
he hides a smiling face",but trust him for his grace,behind a frowning providence,he hides a smiling face,en,6,8,6
"his purposes will ripen fast
unfolding every hour
the bud may have a bitter taste",his purposes will ripen fast,unfolding every hour,the bud may have a bitter taste,en,8,"8,6,7",8
"o thou eternal one
whose presence bright
all space doth occupy all motion guide",o thou eternal one,whose presence bright,all space doth occupy all motion guide,en,6,4,10
"being above all beings
mighty one
whom none can comprehend and none explore",being above all beings,mighty one,whom none can comprehend and none explore,en,7,3,10
